price_usd,brand,model_family,condition_score,release_year,cpu_brand,cpu_family,cpu_generation,cpu_suffix,processor_speed_ghz,gpu_vendor,gpu,ram_gb,storage_type,ssd_gb,hdd_gb,storage_capacity_gb,has_dual_storage,screen_size_inch,resolution_width,resolution_height,os,has_touchscreen,has_backlit_keyboard,has_bluetooth,has_webcam,has_wifi
139.99,hp,other,3,2019,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics 600,4,emmc,0,0,32,0,14,1366,768,chrome_os,1,0,1,1,1
45,lenovo,other,3,-1,intel,celeron,unknown,unknown,1.6,unknown,Unknown,4,ssd,16,0,16,0,11.6,1366,768,chrome_os,0,0,0,0,0
119.5,samsung,galaxy_chromebook,4,-1,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics,4,emmc,0,0,32,0,14,1366,768,chrome_os,0,0,1,0,1
237.5,dell,other,3,-1,intel,core_2,unknown,unknown,1.66,unknown,Unknown,4,hdd,0,512,512,0,15,-1,-1,windows,0,0,0,0,0
289.99,dell,latitude,4,-1,intel,core_i7,intel_8,unknown,1.9,unknown,Unknown,16,ssd,512,0,512,0,13,1920,1080,windows,1,0,0,0,0
55,acer,aspire,3,-1,intel,core_i3,intel_8,unknown,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,13.7,-1,-1,unknown,0,0,0,0,0
139.95,dell,latitude,3,2019,intel,core_i5,intel_8,unknown,1.7,unknown,Unknown,16,ssd,256,0,256,0,14,1920,1080,windows,0,1,0,0,1
2339,razer,other,6,2021,intel,core_i7,intel_11,unknown,3.8,nvidia,NVIDIA GeForce RTX 3070,-1,ssd,1024,0,1024,0,15.6,3840,2400,linux,0,1,1,1,1
159.77,dell,latitude,3,-1,intel,core_i5,intel_7,unknown,2.6,unknown,Unknown,16,ssd,256,0,256,0,14,-1,-1,windows,0,0,1,0,1
249.89,acer,aspire,2,-1,intel,core_i3,intel_11,unknown,4.1,intel,Intel UHD Graphics,4,ssd,128,0,128,0,15.6,1920,1080,windows,0,1,1,1,1
199,hp,elitebook,3,-1,intel,core_i5,intel_5,unknown,2.2,intel,Intel HD Graphics 5500,16,ssd,256,0,256,0,15.6,1366,768,windows,0,1,1,1,1
569.85,lenovo,other,5,2022,intel,core_i7,intel_11,unknown,4.7,intel,Intel Iris Xe Graphics,12,ssd,512,0,512,0,15.6,1920,1080,windows,1,1,1,1,1
347.83,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,3,intel,Intel HD Graphics 4000,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
166.96,dell,latitude,3,-1,intel,core_i5,intel_7,unknown,2.6,intel,Intel HD Graphics 620,16,ssd,256,0,256,0,12.5,1920,1080,windows,1,1,0,1,1
38,samsung,chromebook,3,2016,intel,celeron,unknown,unknown,2.5,intel,Intel HD Graphics,4,ssd,16,0,16,0,11.6,1366,768,chrome_os,1,1,1,1,1
1616.9,asus,zenbook,2,-1,intel,core_i7,intel_12,unknown,2.3,intel,Intel Iris Xe Graphics,16,ssd,1024,0,1024,0,16,3840,2400,windows,0,1,1,0,0
107.96,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics,8,ssd,256,0,256,0,14,1366,768,windows,0,1,1,1,1
54,hp,chromebook,3,2017,intel,celeron,unknown,unknown,1.6,intel,Intel HD Graphics,4,ssd,16,0,16,0,11.6,1366,768,chrome_os,0,0,1,1,0
295,asus,other,3,2013,intel,core_i7,intel_4,unknown,2.4,nvidia,NVIDIA GeForce 850M,16,hdd,0,512,512,0,15,1920,1080,windows,1,1,1,1,1
189.99,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.1,unknown,Unknown,16,ssd,1024,0,1024,0,14,-1,-1,windows,0,1,1,1,1
283.94,hp,zbook,3,-1,intel,core_i7,intel_6,U,2.5,amd,AMD FirePro W4190M,16,nvme_ssd,256,0,256,0,15.6,1920,1080,windows,0,1,1,1,1
39.99,toshiba,satellite,3,2005,intel,celeron,unknown,unknown,1.5,unknown,Unknown,2,hdd,0,-1,-1,-1,15,-1,-1,unknown,0,0,0,0,0
110,lenovo,chromebook,6,2019,intel,celeron,unknown,unknown,1.1,unknown,Integrated Graphics,32,emmc,0,0,32,0,11.6,1366,768,chrome_os,0,0,1,1,1
31.65,lenovo,chromebook,3,-1,intel,other,unknown,unknown,1.83,unknown,Unknown,-1,ssd,16,0,16,0,11.6,1366,768,chrome_os,0,0,0,0,0
24.99,microsoft,surface_laptop,3,2021,intel,core_i5,intel_9,unknown,2.4,intel,Intel Iris Xe Graphics,-1,ssd,128,0,128,0,13,2256,1504,windows,0,0,0,0,0
650,hp,spectre,2,2020,intel,core_i7,intel_10,unknown,1.8,intel,Intel UHD Graphics,16,ssd,512,0,512,0,15.6,3840,2160,windows,1,1,1,1,1
368.63,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,3,intel,Intel HD Graphics 4000,-1,ssd,512,0,512,0,14,1366,768,windows,0,0,0,0,1
90,dell,latitude,2,2019,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics 600,4,ssd,128,0,128,0,11.6,1366,768,windows,1,0,0,0,0
299.99,hp,elitebook,4,-1,amd,ryzen_3,unknown,unknown,2,amd,AMD Radeon Graphics,16,ssd,512,0,512,0,14,1920,1080,windows,0,0,0,0,1
42,asus,chromebook,3,-1,intel,celeron,unknown,unknown,1.6,unknown,Unknown,4,ssd,16,0,16,0,11.6,1366,768,chrome_os,0,0,1,1,1
25,asus,chromebook,2,2016,intel,celeron,unknown,unknown,1.6,intel,Intel HD Graphics 4000,4,emmc,0,0,-1,-1,11.6,1366,768,chrome_os,1,0,1,1,1
739,microsoft,surface_laptop,2,-1,amd,ryzen_7,unknown,unknown,2,amd,AMD Radeon Graphics,8,ssd,512,0,512,0,15,-1,-1,windows,1,1,1,1,1
379.99,hp,other,6,-1,unknown,unknown,unknown,unknown,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,-1,-1,-1,unknown,0,0,0,0,0
95,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics 520,8,ssd,256,0,256,0,14,-1,-1,windows,0,0,1,1,1
629.99,lenovo,thinkbook,4,2023,intel,core_i7,intel_12,unknown,1.3,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,15.6,1920,1080,windows,0,1,1,1,1
85,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.3,unknown,Unknown,8,ssd,128,0,128,0,12.5,1366,768,windows,0,1,1,1,0
699.55,hp,spectre,4,2021,intel,core_i7,intel_8,unknown,4.1,intel,Intel UHD Graphics,16,ssd,512,0,512,0,15.6,3840,2160,windows,1,1,1,1,0
86.99,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics 520,8,ssd,512,0,512,0,14,1366,768,windows,0,1,0,0,1
599.88,lenovo,ideapad,2,2022,amd,ryzen_5,unknown,unknown,3.3,nvidia,NVIDIA GeForce RTX 3050,8,ssd,256,0,256,0,15.6,1920,1080,windows,0,1,1,1,1
84.95,lenovo,thinkpad,2,-1,intel,core_i5,intel_4,unknown,2.6,unknown,Unknown,8,hdd,0,512,512,0,14,-1,-1,windows,0,0,0,1,0
49.99,asus,vivobook,2,-1,intel,celeron,unknown,unknown,-1,intel,Intel HD Graphics 500,4,hdd,0,-1,-1,-1,14,-1,-1,windows,0,0,0,0,0
454.37,hp,other,5,2022,amd,ryzen_7,unknown,unknown,4.3,amd,AMD Radeon Graphics,8,ssd,512,0,512,0,15.6,1920,1080,windows,0,0,1,1,1
489,dell,inspiron,4,-1,intel,core_i7,intel_8,unknown,1.8,nvidia,NVIDIA GeForce MX 150,16,hdd,0,2048,2048,0,17.3,1920,1080,windows,1,1,1,1,1
291.01,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,nvidia,NVIDIA GeForce GT 720M,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,0,0,1
370.76,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,3.1,intel,Intel HD Graphics 4000,-1,ssd,512,0,512,0,14,1366,768,windows,0,0,0,0,1
224.95,lenovo,thinkpad,3,2018,intel,core_i5,intel_8,U,1.7,unknown,Unknown,4,ssd,256,0,256,0,15,-1,-1,windows,0,0,0,0,0
1012.28,lenovo,yoga,2,2021,intel,core_i5,intel_10,unknown,2.5,nvidia,NVIDIA GeForce GTX 1650,8,ssd,512,0,512,0,15.6,1920,1080,windows,0,1,1,1,1
149.99,lenovo,thinkpad,3,2017,intel,core_i5,intel_7,unknown,1.2,intel,Intel HD Graphics 615,8,ssd,256,0,256,0,12,2160,1440,unknown,1,0,1,1,1
599.95,asus,other,1,-1,intel,core_i7,intel_2,unknown,-1,unknown,Unknown,-1,hdd,0,-1,-1,-1,17,-1,-1,unknown,0,0,0,0,0
59.99,asus,chromebook,3,-1,rockchip,rockchip,unknown,unknown,1.8,unknown,Unknown,4,emmc,0,0,16,0,10.1,1280,800,chrome_os,0,0,0,0,0
99.99,hp,elitebook,3,-1,intel,core_i5,intel_2,unknown,2.5,unknown,Unknown,-1,unknown,-1,-1,-1,-1,14,-1,-1,windows,0,0,0,0,0
144.9,dell,latitude,4,-1,intel,core_i5,intel_7,unknown,2.6,intel,Intel HD Graphics 515,8,ssd,256,0,256,0,14,1920,1080,windows,0,0,0,1,0
375,dell,latitude,3,2018,intel,core_i7,intel_8,unknown,1.7,intel,Intel UHD Graphics 620,8,ssd,256,0,256,0,12,1366,768,windows,0,0,0,0,0
120,dell,latitude,3,-1,intel,core_i7,intel_4,unknown,2.6,unknown,Unknown,-1,hdd,0,512,512,0,15.6,-1,-1,windows,0,0,0,0,0
34.99,dell,chromebook,2,-1,intel,celeron,unknown,unknown,1.4,unknown,Unknown,4,ssd,16,0,16,0,11.6,-1,-1,chrome_os,0,0,1,1,1
147,dell,alienware,1,-1,intel,core_i7,intel_4,unknown,2.4,nvidia,NVIDIA GeForce GT 750M,8,hdd,0,512,512,0,14,1920,1080,windows,0,0,0,0,0
64.98,lenovo,thinkpad,3,-1,intel,core_i5,intel_4,unknown,1.6,unknown,Unknown,4,unknown,-1,-1,-1,-1,14,-1,-1,unknown,0,0,0,0,0
99.95,dell,latitude,3,-1,intel,core_i3,intel_3,unknown,-1,unknown,Unknown,8,hdd,0,256,256,0,14,1366,768,windows,0,0,0,0,0
313.53,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.7,intel,Intel HD Graphics 5500,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,0,0,1
302.83,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,3,intel,Intel HD Graphics 4000,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
375.1,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,512,0,512,0,14,1366,768,windows,0,0,0,0,1
69.95,acer,chromebook,2,2020,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics 600,4,emmc,0,0,64,0,14,1920,1080,chrome_os,0,0,0,0,0
399.99,ibm,thinkpad,3,-1,intel,pentium,unknown,unknown,1.86,amd,AMD Radeon X300,1,hdd,0,64,64,0,14,1280,1024,windows,0,0,0,0,1
345,toshiba,portege,3,-1,intel,core_i7,intel_8,U,1.9,unknown,Unknown,16,ssd,512,0,512,0,13.3,-1,-1,windows,1,0,0,0,0
422.01,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.8,intel,Intel HD Graphics 520,-1,ssd,256,0,256,0,12.5,1920,1080,windows,1,1,1,1,1
600,dell,inspiron,3,2017,intel,core_i7,unknown,unknown,2.4,intel,Intel HD Graphics,16,hybrid,2048,2048,4096,1,17.3,1920,1080,windows,0,1,1,1,1
199.9,acer,chromebook,2,-1,unknown,unknown,unknown,unknown,-1,intel,Intel UHD Graphics 620,64,emmc,0,0,64,0,13,-1,-1,chrome_os,0,0,0,0,0
289.63,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,3,intel,Intel HD Graphics 4000,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,0,0,1
419.99,dell,latitude,4,2018,intel,core_i7,intel_8,unknown,1.9,intel,Intel UHD Graphics 620,32,ssd,1024,0,1024,0,15.6,1366,768,windows,0,0,1,1,0
99.99,dell,latitude,2,-1,intel,core_2,unknown,unknown,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,15,-1,-1,unknown,0,0,0,0,0
327.77,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,1,0,1
38,toshiba,other,2,-1,unknown,unknown,unknown,unknown,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,-1,-1,-1,unknown,0,0,0,0,0
344.88,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.7,intel,Intel HD Graphics 5500,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
187.99,lenovo,other,3,2019,intel,core_i5,intel_8,unknown,1.6,intel,Intel UHD Graphics 620,8,ssd,256,0,256,0,14,1920,1080,windows,0,0,1,1,1
100,hp,probook,3,2017,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics 520,8,hdd,0,512,512,0,15.6,1920,1080,windows,0,0,1,1,1
889.99,dell,latitude,3,-1,intel,core_i7,intel_13,unknown,-1,unknown,Unknown,32,ssd,512,0,512,0,14,-1,-1,unknown,1,1,1,1,1
229.99,dell,latitude,4,-1,other,other,unknown,unknown,2.4,unknown,Unknown,16,ssd,1024,0,1024,0,14,-1,-1,windows,1,0,0,1,0
99.99,dell,latitude,3,-1,intel,core_i7,unknown,unknown,2.8,unknown,Unknown,16,ssd,64,0,64,0,11,1920,1080,windows,0,0,0,0,1
269.69,lenovo,thinkpad,3,2019,other,other,unknown,unknown,1.6,intel,Intel UHD Graphics 620,16,ssd,256,0,256,0,14,1366,768,windows,0,0,1,0,1
442.85,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.8,intel,Intel HD Graphics 520,-1,ssd,256,0,256,0,12.5,1920,1080,windows,1,1,1,1,1
392.02,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,2.8,intel,Intel HD Graphics 520,-1,ssd,256,0,256,0,14,1920,1080,windows,0,1,1,1,1
289.78,panasonic,toughbook,2,-1,intel,core_2,unknown,unknown,1.8,unknown,Unknown,1,hdd,0,64,64,0,15.4,-1,-1,windows,0,0,0,0,0
559.95,lenovo,thinkpad,5,-1,intel,core_i7,intel_11,G7,2.8,unknown,Unknown,16,ssd,512,0,512,0,15.6,1920,1080,windows,0,0,0,0,0
299,dell,inspiron,4,-1,amd,ryzen_5,unknown,unknown,2.1,amd,AMD Radeon Graphics,8,ssd,256,0,256,0,14,1920,1080,windows,1,1,1,1,1
749,dell,xps,4,2021,intel,core_i5,intel_11,unknown,-1,intel,Intel Iris Xe Graphics,8,ssd,512,0,512,0,13.4,3456,2160,windows,1,1,1,1,1
249,dell,latitude,3,-1,intel,core_i5,intel_8,unknown,1.7,intel,Intel UHD Graphics 620,8,ssd,256,0,256,0,13.3,1920,1080,windows,1,1,1,1,1
157.5,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.4,unknown,Unknown,12,ssd,512,0,512,0,12.5,-1,-1,windows,1,1,1,1,1
433.26,fujitsu,lifebook,3,-1,intel,core_i5,intel_4,unknown,3,intel,Intel HD Graphics 4600,-1,ssd,256,0,256,0,15.6,1366,768,windows,0,0,1,0,1
699.99,razer,other,2,2019,intel,core_i7,intel_9,unknown,2.6,nvidia,NVIDIA GeForce RTX 2060,16,ssd,512,0,512,0,15.6,1920,1080,windows,0,1,1,1,1
911.08,lenovo,thinkpad,2,2019,intel,core_i5,intel_10,unknown,1.6,intel,Intel UHD Graphics,8,ssd,256,0,256,0,15.6,1920,1080,windows,0,0,0,0,0
799,dell,latitude,5,2023,intel,core_i5,intel_13,unknown,-1,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,14,1920,1200,windows,1,1,1,1,1
273.03,acer,other,5,-1,amd,ryzen_3,unknown,unknown,3.5,unknown,Unknown,4,ssd,128,0,128,0,15.6,1920,1080,windows,0,1,1,1,1
349.99,lenovo,thinkpad,3,2021,amd,ryzen_7,amd_4000,U,1.7,amd,AMD Radeon Graphics,16,ssd,512,0,512,0,14,1920,1080,unknown,1,1,1,1,0
160,lenovo,thinkpad,2,-1,intel,core_i5,unknown,unknown,2.6,unknown,Unknown,8,ssd,256,0,256,0,14,1920,1080,windows,0,0,0,0,0
89.99,dell,inspiron,3,-1,intel,celeron,unknown,unknown,1.6,intel,Intel HD Graphics,4,hdd,0,512,512,0,15.6,1024,768,windows,0,0,0,1,1
129.5,samsung,galaxy_chromebook,5,-1,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics,4,emmc,0,0,32,0,14,1366,768,chrome_os,0,0,1,0,1
249.99,dell,inspiron,3,-1,intel,core_i5,intel_7,unknown,2.5,unknown,Unknown,-1,ssd,256,0,256,0,15.6,-1,-1,windows,0,1,0,1,0
177.14,microsoft,surface_book,3,-1,intel,core_i5,unknown,unknown,-1,unknown,Unknown,128,ssd,128,0,128,0,13.5,-1,-1,windows,0,0,0,0,0
189.99,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics 520,16,ssd,512,0,512,0,14,1366,768,windows,0,0,1,1,1
179.99,dell,latitude,3,-1,intel,core_i7,intel_8,unknown,1.9,intel,Intel UHD Graphics 620,16,ssd,512,0,512,0,14,1920,1080,windows,0,0,0,0,1
87.3,dell,latitude,2,2019,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics 600,4,ssd,128,0,128,0,11.6,1366,768,windows,1,0,0,0,0
246.99,samsung,galaxy_book,5,2021,qualcomm,snapdragon,unknown,unknown,-1,unknown,Unknown,8,ssd,128,0,128,0,14,-1,-1,windows,0,0,0,0,1
79.99,dell,latitude,3,-1,intel,core_i3,intel_7,unknown,2.3,intel,Intel HD Graphics 620,8,ssd,256,0,256,0,13.3,-1,-1,unknown,0,0,0,0,0
115,lenovo,thinkpad,3,-1,intel,core_i5,unknown,unknown,3.3,intel,Intel HD Graphics 4000,16,ssd,512,0,512,0,14,1600,900,windows,0,0,1,1,1
48,hp,elitebook,3,-1,intel,core_i5,unknown,unknown,1.9,unknown,Unknown,4,hdd,0,512,512,0,14,-1,-1,windows,0,0,0,0,0
219.99,dell,latitude,4,2018,intel,core_i5,intel_8,unknown,-1,intel,Intel UHD Graphics 620,16,ssd,512,0,512,0,14,-1,-1,windows,0,0,1,1,1
79.99,hp,chromebook,3,-1,intel,celeron,unknown,unknown,2.16,intel,Intel HD Graphics,4,emmc,0,0,16,0,14,1366,768,chrome_os,0,0,1,1,1
258,getac,other,3,-1,intel,core_i5,intel_6,unknown,2.3,unknown,Unknown,8,unknown,-1,-1,128,-1,11.6,-1,-1,windows,1,0,0,0,0
32.95,dell,chromebook,2,-1,intel,celeron,unknown,unknown,1.6,intel,Intel HD Graphics,4,emmc,0,0,16,0,11.6,1366,768,chrome_os,0,0,1,1,1
23,lenovo,chromebook,3,-1,intel,celeron,unknown,unknown,2.4,unknown,Unknown,4,emmc,0,0,32,0,11.6,-1,-1,chrome_os,0,0,0,0,0
29,hp,chromebook,2,2019,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics 600,4,emmc,0,0,16,0,11.6,1366,768,chrome_os,0,1,1,1,0
369.95,hp,other,6,2021,intel,core_i5,intel_11,unknown,2.4,intel,Intel Iris Xe Graphics,8,ssd,256,0,256,0,15.6,1920,1080,windows,0,0,1,1,0
199.99,hp,elitebook,4,-1,intel,core_i7,intel_8,unknown,1.8,intel,Intel HD Graphics 620,16,ssd,256,0,256,0,15.6,1920,1080,windows,0,1,1,1,1
169.99,lenovo,thinkpad,4,-1,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics 520,12,ssd,256,0,256,0,14,-1,-1,windows,0,0,1,1,1
369.99,lenovo,thinkpad,3,-1,amd,ryzen_7,unknown,unknown,1.7,amd,AMD Radeon Vega 7,32,ssd,512,0,512,0,14,-1,-1,windows,1,0,1,1,1
399.99,hp,elitebook,4,2018,intel,core_i5,intel_8,unknown,3.6,intel,Intel HD Graphics 620,-1,ssd,2048,0,2048,0,14,1920,1080,unknown,0,0,1,1,1
84.99,hp,chromebook,4,-1,intel,celeron,unknown,unknown,2.16,intel,Intel HD Graphics,4,emmc,0,0,16,0,14,1366,768,chrome_os,0,0,1,1,1
74.99,lenovo,other,4,-1,intel,celeron,unknown,unknown,2.4,intel,Intel HD Graphics,4,emmc,0,0,32,0,11.6,1366,768,chrome_os,0,0,1,1,1
197.95,microsoft,surface_laptop,3,-1,intel,core_i5,intel_8,unknown,1.7,intel,Intel UHD Graphics 620,8,ssd,256,0,256,0,13.5,2256,1504,windows,1,1,1,1,1
69.99,acer,chromebook,4,2017,intel,celeron,unknown,unknown,1.6,unknown,Unknown,4,ssd,32,0,32,0,11.6,1366,768,linux,1,0,1,1,1
316.07,dell,latitude,3,-1,intel,core_i5,intel_10,unknown,1.6,intel,Intel UHD Graphics,16,ssd,256,0,256,0,14,1920,1080,windows,0,0,1,1,1
425,lg,gram,2,-1,intel,core_i7,intel_12,unknown,4.7,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,14,1920,1200,windows,0,1,1,1,1
49.99,acer,other,4,-1,intel,celeron,unknown,unknown,1.4,intel,Intel HD Graphics,4,ssd,16,0,16,0,11.6,1366,768,chrome_os,0,0,1,1,1
149.99,lenovo,thinkpad,3,2021,intel,core_i3,intel_10,unknown,2.1,intel,Intel UHD Graphics,8,hybrid,128,512,640,1,14,1920,1080,windows,0,0,1,1,1
425,lg,gram,3,2022,intel,core_i7,intel_12,unknown,-1,unknown,Unknown,16,ssd,512,0,512,0,17,-1,-1,windows,0,1,1,1,0
439.99,dell,precision,3,-1,intel,core_i7,intel_9,H,2.6,unknown,Unknown,16,ssd,1024,0,1024,0,15.6,1920,1080,windows,0,0,0,0,0
619,lg,gram,3,2022,intel,core_i7,intel_13,unknown,-1,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,17,2560,1600,windows,0,0,1,1,1
59.99,acer,chromebook,3,2016,intel,celeron,unknown,unknown,1.6,unknown,Unknown,4,unknown,-1,-1,32,-1,14,-1,-1,chrome_os,0,0,0,0,0
393.22,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,2.8,intel,Intel HD Graphics 620,-1,ssd,512,0,512,0,14,1920,1080,windows,0,1,1,0,1
327.77,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,1,0,1
279.51,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics 4400,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
275,lenovo,thinkpad,3,-1,intel,core_i7,intel_4,unknown,2.1,unknown,Unknown,8,ssd,-1,0,-1,-1,14,-1,-1,windows,1,1,1,1,1
264.99,dell,latitude,4,-1,intel,core_i7,intel_8,unknown,4.8,unknown,Unknown,16,ssd,512,0,512,0,13.3,-1,-1,windows,0,1,1,1,0
148,gateway,other,2,-1,intel,pentium,unknown,unknown,1.1,intel,Intel UHD Graphics 605,4,ssd,128,0,128,0,15.6,1920,1080,windows,0,1,1,1,1
230,lenovo,thinkpad,3,2016,intel,core_i7,intel_6,unknown,2.6,intel,Intel HD Graphics 520,16,ssd,512,0,512,0,14,2560,1440,windows,0,1,1,1,1
344.88,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.7,intel,Intel HD Graphics 5500,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
442.85,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.8,intel,Intel HD Graphics 520,-1,ssd,256,0,256,0,12.5,1920,1080,windows,1,1,1,1,1
490,hp,omen,3,-1,intel,core_i7,intel_7,unknown,-1,unknown,Unknown,-1,hdd,0,1024,1024,0,15.6,1920,1080,windows,0,1,1,1,1
780.69,asus,other,3,-1,intel,core_i7,intel_10,unknown,2.6,nvidia,NVIDIA GeForce RTX 2070,16,ssd,16,0,16,0,15.6,1920,1080,unknown,0,0,0,0,1
249.99,lenovo,ideapad,4,2018,intel,core_i5,intel_8,unknown,1.6,intel,Intel UHD Graphics 620,16,hdd,0,1024,1024,0,15.6,1366,768,windows,0,0,1,1,1
49,hp,chromebook,3,-1,intel,celeron,unknown,unknown,1.4,intel,Intel HD Graphics,4,ssd,16,0,16,0,14,1366,768,chrome_os,0,0,1,0,0
311.96,dell,latitude,3,-1,intel,core_i5,intel_4,unknown,2.6,nvidia,NVIDIA GeForce GT 720M,-1,ssd,128,0,128,0,14,1366,768,windows,0,0,0,0,1
519.47,hp,other,2,2023,amd,ryzen_7,unknown,unknown,4.2,amd,AMD Radeon Graphics,16,ssd,512,0,512,0,14,1366,768,windows,1,1,1,1,1
349,dell,inspiron,4,-1,intel,core_i5,intel_10,unknown,1.2,intel,Intel UHD Graphics,12,ssd,512,0,512,0,15.6,1920,1080,windows,1,1,1,1,1
120,hp,other,3,2016,amd,amd_e_series,unknown,unknown,1.8,amd,AMD Radeon Graphics,8,ssd,512,0,512,0,14,1920,1080,windows,0,0,1,1,1
100,hp,chromebook,2,2019,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics 600,4,emmc,0,0,32,0,14,1366,768,chrome_os,1,0,0,1,1
499,lg,gram,2,-1,intel,core_i5,intel_8,unknown,3,intel,Intel UHD Graphics,8,ssd,256,0,256,0,14,1920,1200,windows,0,0,1,1,1
55.99,lenovo,other,2,-1,mediatek,mediatek,unknown,unknown,2.1,unknown,Unknown,4,emmc,0,0,32,0,11.6,1366,768,chrome_os,0,0,0,0,0
137.99,asus,vivobook,1,-1,intel,core_i3,intel_12,P,-1,unknown,Unknown,-1,hdd,0,-1,-1,-1,17.3,-1,-1,unknown,0,0,0,1,0
433.26,fujitsu,lifebook,3,-1,intel,core_i5,intel_4,unknown,3,intel,Intel HD Graphics 4600,-1,ssd,256,0,256,0,15.6,1366,768,windows,0,0,1,0,1
129,acer,other,2,2018,intel,celeron,unknown,unknown,2.48,unknown,Unknown,4,hdd,0,32,32,0,11.6,1366,768,chrome_os,1,1,1,1,0
159.99,dell,other,3,-1,intel,core_i5,intel_4,unknown,-1,intel,Intel HD Graphics,8,ssd,-1,0,-1,-1,14,1920,1080,windows,0,0,0,0,0
21.95,dell,inspiron,3,-1,amd,turion,unknown,unknown,2,amd,AMD Radeon Xpress Series,4,hdd,0,512,512,0,15.4,1280,800,windows,0,0,0,1,0
199,dell,latitude,3,2020,intel,core_i5,intel_10,U,1.7,unknown,Unknown,16,ssd,512,0,512,0,15.6,-1,-1,windows,0,1,1,1,1
189.99,hp,elitebook,3,-1,intel,core_i5,intel_7,unknown,-1,intel,Intel Integrated Graphics,16,ssd,256,0,256,0,15,-1,-1,windows,0,0,0,0,0
347.83,dell,latitude,3,-1,intel,core_i5,intel_3,unknown,3,intel,Intel HD Graphics 4000,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
323.98,dell,latitude,3,-1,intel,core_i5,intel_5,unknown,2.7,intel,Intel HD Graphics 5500,-1,ssd,256,0,256,0,14,1366,768,windows,0,0,0,0,1
153.99,dell,chromebook,2,2021,intel,celeron,unknown,unknown,2.8,intel,Intel HD Graphics,4,emmc,0,0,16,0,11.6,1366,768,chrome_os,0,1,1,1,1
