price_usd,brand,model_family,condition_score,release_year,cpu_brand,cpu_family,cpu_generation,cpu_suffix,processor_speed_ghz,gpu_vendor,gpu,ram_gb,storage_type,ssd_gb,hdd_gb,storage_capacity_gb,has_dual_storage,screen_size_inch,resolution_width,resolution_height,os,has_touchscreen,has_backlit_keyboard,has_bluetooth,has_webcam,has_wifi
150,lenovo,yoga,3,-1,intel,core_i7,intel_8,unknown,1.8,unknown,Unknown,16,unknown,-1,-1,128,-1,17.3,-1,-1,chrome_os,0,0,0,0,0
159.99,lenovo,thinkpad,4,2018,intel,core_i3,intel_8,unknown,2.1,intel,Intel UHD Graphics 620,8,ssd,256,0,256,0,15.6,-1,-1,windows,0,0,1,1,1
259,lenovo,ideapad,2,2022,intel,core_i3,intel_11,unknown,3,intel,Intel UHD Graphics,4,ssd,128,0,128,0,14,1920,1080,windows,0,0,1,1,1
695,huawei,other,6,2021,intel,core_i5,intel_11,G7,-1,intel,Intel Iris Xe Graphics,8,ssd,512,0,512,0,15.6,1920,1080,unknown,0,0,1,1,1
169.99,hp,elitebook,3,-1,intel,core_i5,intel_6,unknown,2.4,unknown,Unknown,16,ssd,256,0,256,0,15.6,1920,1080,windows,0,1,1,1,1
265.5,hp,elitebook,4,-1,intel,core_i7,intel_1,unknown,1.9,amd,AMD FirePro M5800,16,ssd,1024,0,1024,0,15,1600,900,windows,0,0,1,0,1
249,lenovo,other,3,2022,intel,core_i3,intel_11,unknown,3,intel,Intel UHD Graphics,8,ssd,128,0,128,0,14,1920,1080,windows,1,0,0,0,0
379.99,lenovo,thinkpad,4,-1,intel,core_i7,intel_7,unknown,2.8,unknown,Unknown,32,hdd,0,2048,2048,0,14,1920,1080,windows,0,1,1,1,0
349.99,gateway,other,3,-1,intel,core_i5,intel_11,unknown,2.4,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,14.1,1920,1080,windows,0,0,0,0,0
329,dell,latitude,2,2017,intel,core_i7,intel_7,unknown,2.9,intel,Intel HD Graphics,16,ssd,512,0,512,0,15.6,1920,1080,windows,0,1,1,1,1
199.99,dell,latitude,4,2017,intel,core_i5,intel_6,unknown,-1,intel,Intel HD Graphics 530,16,ssd,256,0,256,0,15.6,1366,768,windows,0,0,1,0,1
159,asus,other,5,2015,intel,atom,unknown,unknown,1.46,unknown,Unknown,4,emmc,0,0,64,0,10.1,1920,1200,windows,1,0,1,1,1
74.99,dell,latitude,3,-1,intel,core_i5,intel_7,unknown,2.6,intel,Intel HD Graphics,8,ssd,128,0,128,0,14,1366,768,windows,0,0,0,0,0
599,dell,latitude,2,2021,intel,core_i7,intel_11,unknown,3,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,15.6,1920,1080,windows,0,0,0,0,0
529,microsoft,surface_laptop,2,2021,intel,core_i5,intel_11,unknown,2.4,intel,Intel Iris Xe Graphics,8,ssd,512,0,512,0,13.5,2256,1504,windows,1,1,0,0,0
275,asus,other,1,-1,amd,ryzen_5,unknown,unknown,-1,nvidia,NVIDIA GeForce GTX 1650,8,ssd,256,0,256,0,15.6,1920,1080,unknown,0,0,0,1,0
679,dell,latitude,4,-1,intel,core_i7,intel_11,unknown,-1,unknown,Unknown,-1,ssd,512,0,512,0,15.6,-1,-1,windows,0,0,0,0,0
139.99,dell,other,3,-1,unknown,unknown,unknown,unknown,1.66,unknown,Unknown,-1,hdd,0,64,64,0,14,-1,-1,windows,0,0,0,0,0
494.99,hp,elitebook,4,-1,intel,core_i7,intel_8,unknown,4.2,intel,Intel UHD Graphics 620,32,ssd,1024,0,1024,0,14,1920,1080,windows,0,1,1,1,1
109.99,dell,chromebook,2,-1,intel,celeron,unknown,unknown,2.16,intel,Intel HD Graphics,4,emmc,0,0,-1,-1,11.6,1366,768,chrome_os,0,0,1,0,1
45,lenovo,chromebook,2,-1,intel,celeron,unknown,unknown,1.6,intel,Intel HD Graphics 400,4,ssd,16,0,16,0,11.6,1366,768,chrome_os,0,1,1,1,0
389.45,hp,other,4,2022,intel,celeron,unknown,unknown,3.5,intel,Intel UHD Graphics,8,ssd,512,0,512,0,17.3,1600,900,windows,1,0,1,1,1
892.92,hp,zbook,3,-1,other,other,unknown,unknown,3,nvidia,NVIDIA Quadro P5000,64,nvme_ssd,1024,0,1024,0,17.3,1920,1080,windows,1,0,1,1,1
128.99,lenovo,chromebook,5,-1,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics 600,4,emmc,0,0,64,0,14,1366,768,chrome_os,0,0,1,0,1
234.91,lenovo,thinkpad,3,-1,intel,core_i7,intel_6,U,2.5,unknown,Unknown,8,ssd,256,0,256,0,14,1920,1080,windows,1,0,1,1,1
99.95,dell,latitude,3,-1,intel,core_i7,intel_3,unknown,-1,unknown,Unknown,8,ssd,128,0,128,0,13.3,1366,768,windows,0,0,0,0,0
265,dell,latitude,3,2019,intel,core_i7,intel_8,U,1.9,intel,Intel UHD Graphics,16,ssd,512,0,512,0,14,1920,1080,windows,1,1,1,1,0
329.95,lenovo,ideapad,6,-1,amd,ryzen_5,amd_5000,U,-1,amd,AMD Radeon Graphics,8,ssd,256,0,256,0,14,-1,-1,windows,0,0,0,0,0
164.3,lenovo,thinkpad,3,-1,intel,core_i5,intel_8,unknown,2.6,intel,Intel HD Graphics 620,8,ssd,256,0,256,0,14,1920,1080,windows,0,0,1,1,0
79,lenovo,chromebook,4,2019,other,other,unknown,unknown,1.6,amd,AMD Radeon R4,4,ssd,32,0,32,0,14,1920,1080,chrome_os,0,0,0,1,1
99,lenovo,thinkpad,3,-1,intel,core_i5,intel_10,unknown,1.6,intel,Intel HD Graphics 520,-1,hdd,0,-1,-1,-1,15.6,1920,1080,unknown,0,0,0,0,0
3901,dell,alienware,6,2023,intel,core_i9,intel_13,unknown,-1,nvidia,NVIDIA GeForce RTX 4090,64,ssd,-1,0,-1,-1,18,-1,-1,windows,0,0,0,0,0
229,lenovo,thinkpad,3,-1,intel,core_i5,intel_8,unknown,1.7,unknown,Unknown,16,ssd,256,0,256,0,14,1920,1080,windows,0,1,1,1,1
197.3,lenovo,thinkpad,4,-1,intel,core_i5,intel_8,unknown,1.7,unknown,Unknown,8,ssd,128,0,128,0,12.5,-1,-1,windows,0,0,0,0,0
263.28,metabox,other,4,-1,intel,core_i7,intel_7,unknown,2.8,unknown,Unknown,8,ssd,256,0,256,0,15.6,-1,-1,windows,0,0,0,0,0
159.99,lenovo,thinkpad,4,2016,intel,core_i5,intel_6,unknown,-1,unknown,Unknown,8,ssd,128,0,128,0,14,-1,-1,windows,0,0,0,0,1
399.99,chuwi,other,6,2023,intel,core_i7,unknown,unknown,3.6,intel,Intel UHD Graphics 600,8,ssd,256,0,256,0,13,2160,1440,windows,0,1,0,1,0
160.3,toshiba,tecra,3,-1,intel,core_i5,intel_8,unknown,-1,unknown,Unknown,8,ssd,256,0,256,0,14,-1,-1,windows,1,0,0,0,0
129.99,hp,probook,3,2016,intel,pentium,unknown,unknown,1.1,intel,Intel HD Graphics 505,4,ssd,128,0,128,0,11.6,1366,768,windows,1,0,1,1,0
170.9,fujitsu,lifebook,3,-1,intel,core_i5,intel_8,unknown,1.6,unknown,Unknown,16,ssd,512,0,512,0,12.5,-1,-1,windows,0,0,0,0,0
56.94,fujitsu,other,3,-1,intel,celeron,unknown,unknown,1.73,unknown,Unknown,2,hdd,0,256,256,0,15,1280,800,windows,0,0,0,0,0
599,dell,latitude,6,2022,intel,core_i7,intel_11,unknown,3,intel,Intel Iris Xe Graphics,16,ssd,256,0,256,0,14,1920,1080,windows,0,0,0,1,0
79.99,lenovo,other,3,-1,intel,celeron,unknown,unknown,1.1,intel,Intel HD Graphics,4,emmc,0,0,64,0,11.6,1366,768,windows,1,0,0,0,0
1200,hp,omen,3,2019,intel,core_i7,intel_9,unknown,4.7,nvidia,NVIDIA GeForce RTX 2070,64,hybrid,2048,4096,6144,1,15.6,3840,2160,windows,0,1,1,1,1
349.99,samsung,galaxy_chromebook,3,2022,intel,core_i5,intel_10,unknown,1.6,intel,Intel UHD Graphics,8,ssd,256,0,256,0,13.3,3840,2160,chrome_os,1,0,1,0,1
339,dell,inspiron,6,-1,intel,core_i3,intel_12,unknown,-1,unknown,Unknown,8,ssd,512,0,512,0,15.6,1920,1080,windows,0,0,0,0,0
174.99,microsoft,surface_laptop,3,-1,intel,core_i5,intel_10,unknown,1.2,intel,Intel Iris Xe Graphics,8,ssd,128,0,128,0,13.5,2256,1504,unknown,1,1,1,1,1
875,dell,xps,2,2022,intel,core_i7,intel_12,unknown,1.7,intel,Intel Iris Xe Graphics,32,ssd,1024,0,1024,0,13.4,1920,1200,windows,0,0,0,0,0
359.95,dell,latitude,3,-1,intel,core_i5,intel_6,U,2.4,intel,Intel HD Graphics 520,16,ssd,512,0,512,0,14,1366,768,windows,1,1,1,1,1
29,dell,latitude,1,-1,intel,core_2,unknown,unknown,-1,unknown,Unknown,4,unknown,-1,-1,-1,-1,14,-1,-1,unknown,0,0,0,0,0
103.33,acer,travelmate,3,2015,intel,pentium,unknown,unknown,2.16,intel,Intel HD Graphics,4,hdd,0,512,512,0,11.6,1366,768,windows,1,0,1,1,0
239.99,acer,chromebook,6,-1,mediatek,mediatek,unknown,unknown,-1,unknown,Unknown,8,emmc,0,0,64,0,14,1920,1080,chrome_os,1,0,0,0,0
229,lenovo,thinkpad,3,-1,intel,core_i5,intel_8,unknown,1.7,unknown,Unknown,16,ssd,256,0,256,0,14,1920,1080,windows,0,1,1,1,1
2087.9,dell,alienware,6,-1,intel,core_i7,intel_12,unknown,4.7,nvidia,NVIDIA GeForce RTX 3070 Ti,16,ssd,1024,0,1024,0,15.6,1920,1080,windows,0,1,1,1,1
139,dell,latitude,3,-1,intel,core_i5,intel_8,unknown,1.7,intel,Intel UHD Graphics 620,16,ssd,512,0,512,0,13.3,1920,1080,windows,0,1,1,1,1
669,hp,pavilion,6,2023,intel,core_i5,intel_11,G7,4.2,intel,Intel Iris Xe Graphics,64,ssd,2048,0,2048,0,14,1920,1080,windows,1,0,1,1,1
379.9,hp,envy,4,-1,amd,ryzen_5,unknown,unknown,4,unknown,Unknown,8,ssd,256,0,256,0,15.6,1920,1080,windows,1,0,0,1,0
49.99,lenovo,ideapad,3,-1,intel,celeron,unknown,unknown,1.6,unknown,Unknown,2,ssd,32,0,32,0,14,1366,768,windows,0,0,1,1,1
105.05,acer,other,3,-1,intel,core_i5,intel_4,unknown,1.6,unknown,Unknown,8,ssd,128,0,128,0,14,1366,768,windows,0,0,0,1,0
174.99,lenovo,other,3,-1,intel,core_i5,intel_10,unknown,1.6,intel,Intel UHD Graphics 620,8,ssd,256,0,256,0,15.6,1920,1080,windows,0,0,0,0,0
199.99,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics 520,16,ssd,512,0,512,0,14,1366,768,windows,0,0,1,1,1
75.77,kano,other,2,-1,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics 600,4,emmc,0,0,64,0,11.6,1366,768,windows,1,0,1,0,1
285,hp,elitebook,3,2021,intel,core_i7,intel_8,unknown,1.9,intel,Intel UHD Graphics 620,16,ssd,256,0,256,0,14,1920,1080,windows,1,1,1,1,1
79.15,acer,aspire,3,-1,intel,core_i5,intel_2,unknown,2.3,nvidia,NVIDIA GeForce GT 630,8,hdd,0,512,512,0,15.6,1366,768,windows,0,0,0,1,1
230.29,dell,latitude,4,-1,intel,core_i5,intel_8,unknown,1.6,unknown,Unknown,8,ssd,256,0,256,0,14,-1,-1,windows,0,0,0,0,0
239,lenovo,thinkpad,3,-1,amd,ryzen_5,unknown,unknown,2,amd,AMD Radeon Vega 8,32,ssd,512,0,512,0,14,1920,1080,windows,0,1,1,1,1
152.95,hp,probook,3,-1,intel,core_i5,intel_8,unknown,1.6,intel,Intel HD Graphics,8,ssd,128,0,128,0,14,1920,1080,windows,0,1,1,1,1
139.99,dell,latitude,3,2019,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics 600,4,ssd,128,0,128,0,11.6,1366,768,windows,1,0,1,1,0
159.99,dell,latitude,3,-1,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics 520,8,ssd,256,0,256,0,14,1366,768,windows,0,0,1,1,1
198,lenovo,thinkpad,4,-1,intel,core_i5,intel_2,unknown,2.5,nvidia,NVIDIA NVS 4200M,16,ssd,256,0,256,0,14,1600,900,windows,0,0,0,1,1
499.99,hp,other,5,2022,intel,core_i3,intel_12,unknown,1.2,intel,Intel Iris Xe Graphics,8,ssd,128,0,128,0,13.5,2256,1504,chrome_os,1,1,0,1,1
70,dell,latitude,1,2014,intel,core_i7,intel_5,U,2.6,unknown,Unknown,8,unknown,-1,-1,-1,-1,14,1366,768,unknown,0,1,1,1,1
684,hp,other,6,2022,intel,core_i5,intel_10,unknown,4.2,unknown,Unknown,-1,ssd,1024,0,1024,0,17.3,1920,1080,windows,0,0,1,1,0
199.95,dell,latitude,3,2008,intel,core_2,unknown,unknown,2.26,unknown,Unknown,4,hdd,0,1024,1024,0,14.1,-1,-1,windows,0,0,0,0,1
1799.99,dell,precision,4,2023,intel,core_i7,intel_13,unknown,3.8,nvidia,NVIDIA RTX A1000,32,ssd,512,0,512,0,15.6,1920,1200,windows,0,0,0,0,1
50,dell,latitude,3,-1,intel,core_i3,intel_4,unknown,1.7,unknown,Unknown,4,ssd,128,0,128,0,15.6,1366,768,windows,0,0,0,1,1
180,hp,chromebook,2,2021,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics 600,4,ssd,64,0,64,0,14,1366,768,chrome_os,1,0,1,1,1
199.88,lenovo,ideapad,2,2020,intel,celeron,unknown,unknown,1.9,intel,Intel UHD Graphics,4,emmc,0,0,64,0,13.3,1920,1080,chrome_os,1,0,1,0,1
49,dell,latitude,3,-1,intel,pentium,unknown,unknown,1.1,unknown,Unknown,4,ssd,64,0,64,0,11.6,-1,-1,windows,0,0,0,0,0
1010.2,lenovo,thinkpad,2,2023,intel,core_i5,intel_13,unknown,-1,intel,Intel Iris Xe Graphics,16,ssd,256,0,256,0,14,1920,1200,windows,0,0,1,0,1
814.6,panasonic,toughbook,3,-1,intel,core_i5,intel_7,U,2.7,intel,Intel HD Graphics 620,-1,unknown,-1,-1,-1,-1,12,2160,1440,windows,0,0,0,0,0
169.9,lenovo,other,1,-1,intel,core_i5,unknown,unknown,3.4,intel,Intel HD Graphics,8,unknown,-1,-1,-1,-1,-1,-1,-1,unknown,0,0,1,1,1
199,lenovo,thinkpad,4,-1,intel,core_i5,intel_3,unknown,2.9,unknown,Unknown,16,ssd,512,0,512,0,15.6,-1,-1,windows,0,1,1,1,1
360,hp,other,6,2021,intel,core_i5,intel_11,unknown,2.4,intel,Intel Iris Xe Graphics,8,ssd,256,0,256,0,15.6,1920,1080,windows,0,0,1,1,0
199,hp,probook,3,-1,intel,core_i3,intel_7,unknown,2.4,unknown,Unknown,4,hdd,0,512,512,0,14,-1,-1,windows,0,0,0,0,0
362,dell,latitude,4,-1,intel,core_i5,intel_7,unknown,3.1,intel,Intel HD Graphics 620,32,ssd,256,0,256,0,15.6,1920,1080,windows,0,1,1,1,1
149,lenovo,thinkpad,3,2018,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics 530,16,ssd,256,0,256,0,15,1920,1080,windows,0,1,1,0,1
139.99,lenovo,thinkpad,2,2018,intel,core_i7,intel_4,unknown,2.9,unknown,Unknown,8,ssd,256,0,256,0,14,1920,1080,windows,0,0,0,0,0
379.95,asus,other,3,-1,intel,core_i7,intel_7,unknown,2.7,nvidia,NVIDIA GeForce 9400M,16,ssd,2048,0,2048,0,15.6,3840,2400,windows,1,1,0,1,0
39,hp,chromebook,3,2019,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics 600,4,ssd,16,0,16,0,11.6,1366,768,chrome_os,0,0,1,1,1
205,dell,latitude,4,-1,intel,core_i5,intel_6,unknown,1.7,intel,Intel HD Graphics,16,ssd,512,0,512,0,14,-1,-1,windows,0,1,1,1,1
169.99,hp,elitebook,3,-1,intel,core_i5,intel_6,unknown,2.4,unknown,Unknown,16,ssd,256,0,256,0,15.6,1920,1080,windows,0,1,1,1,1
825,dell,latitude,6,-1,intel,core_i7,intel_13,unknown,3.9,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,14,1920,1080,windows,0,1,1,1,1
449,dell,precision,3,-1,intel,core_i7,intel_6,unknown,3.8,unknown,Unknown,32,ssd,1024,0,1024,0,17.3,1920,1080,windows,0,1,1,0,1
197.95,hp,zbook,4,-1,intel,core_i5,intel_8,unknown,1.7,intel,Intel UHD Graphics 620,8,ssd,128,0,128,0,14,1920,1080,windows,0,0,1,1,1
134.96,dell,latitude,4,2018,intel,core_i5,intel_7,U,2.9,intel,Intel UHD Graphics 620,8,nvme_ssd,-1,0,-1,-1,14,1366,768,windows,0,0,1,1,0
265.5,hp,elitebook,4,-1,intel,core_i7,intel_1,unknown,1.9,amd,AMD FirePro M5800,16,ssd,1024,0,1024,0,15,1600,900,windows,0,0,1,0,1
299,lenovo,thinkpad,3,-1,amd,ryzen_7,amd_3000,U,2.3,amd,AMD Radeon Graphics,16,ssd,512,0,512,0,14,1920,1080,windows,0,1,1,1,1
297,dell,latitude,4,-1,intel,core_i5,intel_6,unknown,2.4,intel,Intel HD Graphics,8,ssd,512,0,512,0,14,-1,-1,windows,0,1,1,1,1
363,dell,latitude,3,-1,intel,core_i7,intel_8,unknown,4.2,intel,Intel UHD Graphics 620,16,ssd,512,0,512,0,14,-1,-1,windows,1,1,1,1,1
49.99,ibm,other,1,-1,intel,pentium,unknown,unknown,0.8,unknown,Unknown,-1,unknown,-1,-1,-1,-1,14,-1,-1,unknown,0,0,0,0,0
584.95,lenovo,thinkpad,4,-1,intel,core_i7,intel_7,unknown,3,nvidia,NVIDIA Quadro M2200,32,ssd,512,0,512,0,15.6,3840,2160,windows,0,1,1,1,1
150,dell,latitude,3,-1,intel,core_i7,intel_8,unknown,1.9,unknown,Unknown,16,ssd,512,0,512,0,14,1920,1080,unknown,0,0,0,1,0
359.99,hp,elitebook,4,2018,intel,core_i5,intel_8,unknown,3.6,intel,Intel HD Graphics 620,-1,ssd,2048,0,2048,0,14,1920,1080,unknown,1,0,0,0,0
199,hp,elitebook,3,2018,intel,core_i7,intel_6,unknown,2.6,intel,Intel HD Graphics,8,ssd,256,0,256,0,14,1920,1080,windows,0,1,1,1,1
184.5,lenovo,thinkpad,4,-1,intel,core_i5,intel_3,unknown,2.6,intel,Intel HD Graphics 4000,8,ssd,128,0,128,0,14,1600,900,windows,0,0,1,1,1
45,dell,chromebook,3,2017,intel,celeron,unknown,unknown,1.6,unknown,Unknown,4,emmc,0,0,64,0,11.6,1366,768,chrome_os,0,0,1,1,1
679.99,hp,pavilion,2,-1,intel,core_i7,intel_12,unknown,-1,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,15.6,1920,1080,windows,1,0,0,0,0
50,toshiba,other,3,-1,unknown,unknown,unknown,unknown,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,10,-1,-1,windows,0,0,0,0,0
450,lenovo,ideapad,2,2022,intel,core_i5,intel_12,unknown,1.3,intel,Intel Iris Xe Graphics,8,ssd,512,0,512,0,14,1920,1080,windows,1,0,0,0,0
89.95,acer,chromebook,3,-1,intel,celeron,unknown,unknown,1.7,unknown,Unknown,4,ssd,256,0,256,0,11.6,-1,-1,windows,0,0,0,0,0
137,dell,other,3,-1,intel,celeron,unknown,unknown,-1,unknown,Unknown,8,ssd,128,0,128,0,14,1920,1080,windows,0,0,0,0,0
280,lenovo,ideapad,2,2022,intel,core_i3,intel_12,unknown,1.2,intel,Intel UHD Graphics,8,ssd,256,0,256,0,15.6,1920,1080,windows,0,0,0,1,0
175,dell,latitude,3,-1,intel,core_i7,intel_4,unknown,3,intel,Intel HD Graphics 4600,8,hdd,0,512,512,0,14,-1,-1,windows,0,1,1,1,0
42,lenovo,other,3,-1,intel,celeron,unknown,unknown,1.6,unknown,Unknown,4,ssd,16,0,16,0,11.6,1366,768,chrome_os,0,0,0,0,0
122.99,lenovo,latitude,3,-1,intel,core_i5,intel_3,unknown,2.7,unknown,Integrated Graphics,8,hdd,0,512,512,0,14.1,-1,-1,windows,0,0,0,0,1
100,dell,latitude,3,-1,intel,core_i5,intel_8,U,-1,unknown,Unknown,16,ssd,256,0,256,0,14,-1,-1,windows,0,1,0,1,1
157.49,dell,inspiron,3,-1,intel,core_i5,intel_8,U,1.6,unknown,Unknown,-1,ssd,-1,0,-1,-1,15.6,1920,1080,unknown,1,1,1,1,1
88,hp,other,2,2022,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics 600,4,emmc,0,0,64,0,14,1366,768,windows,0,0,0,0,0
160,dell,chromebook,6,-1,intel,core_i3,intel_8,unknown,-1,intel,Intel UHD Graphics 620,4,nvme_ssd,128,0,128,0,13.3,1920,1080,chrome_os,0,0,0,1,0
68,dell,chromebook,3,-1,intel,celeron,unknown,unknown,2.48,unknown,Unknown,4,ssd,16,0,16,0,11.6,-1,-1,chrome_os,1,0,0,0,0
300,lenovo,other,6,-1,unknown,unknown,unknown,unknown,-1,unknown,Unknown,-1,unknown,-1,-1,-1,-1,-1,-1,-1,unknown,0,0,0,0,0
29.99,dell,latitude,1,-1,intel,core_2,unknown,unknown,2.8,unknown,Unknown,2,ssd,64,0,64,0,14,-1,-1,windows,0,0,0,0,0
535,lenovo,thinkbook,2,-1,intel,core_i7,intel_12,unknown,1.7,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,14,1920,1080,windows,1,0,1,1,1
24.99,lenovo,chromebook,3,-1,intel,celeron,unknown,unknown,-1,unknown,Unknown,-1,emmc,0,0,32,0,11.6,-1,-1,chrome_os,0,0,0,0,0
49.99,hp,chromebook,3,2018,intel,celeron,unknown,unknown,1.1,intel,Intel HD Graphics 500,4,emmc,0,0,16,0,11.6,1366,768,chrome_os,0,0,1,1,1
599.99,lenovo,thinkpad,3,2021,intel,core_i7,intel_11,unknown,3,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,14,1920,1200,windows,1,1,1,1,1
979.99,dell,vostro,5,2022,intel,core_i7,intel_12,unknown,2.3,nvidia,NVIDIA GeForce RTX 3050 Ti,16,ssd,512,0,512,0,16,1920,1200,windows,0,0,1,1,1
180,lenovo,other,3,-1,intel,core_i5,intel_4,unknown,2.6,intel,Intel HD Graphics,8,ssd,512,0,512,0,14,1366,768,linux,0,0,0,1,1
39.99,hp,pavilion,3,-1,amd,turion,unknown,unknown,2.2,unknown,Unknown,4,ssd,128,0,128,0,14,1024,768,unknown,0,0,0,0,0
199.88,hp,elitebook,3,-1,intel,core_i5,intel_7,unknown,2.6,intel,Intel HD Graphics,16,ssd,512,0,512,0,14,1920,1080,windows,0,1,1,1,1
399.99,gateway,thinkpad,4,2018,intel,core_i5,intel_8,unknown,3.4,intel,Intel HD Graphics 620,8,ssd,256,0,256,0,14,1920,1080,unknown,0,0,0,1,1
550,msi,other,2,-1,intel,core_i5,intel_11,unknown,2.7,nvidia,NVIDIA GeForce RTX 3050,16,ssd,512,0,512,0,15.6,1920,1080,windows,0,1,1,1,1
69,lenovo,chromebook,4,-1,mediatek,mediatek,unknown,unknown,2.1,unknown,Unknown,4,ssd,32,0,32,0,11.6,1366,768,windows,0,0,1,1,1
250,dell,latitude,3,-1,intel,core_i7,intel_4,unknown,-1,unknown,Unknown,8,hdd,0,256,256,0,14,-1,-1,windows,0,0,0,0,0
169,dell,xps,3,-1,intel,core_i5,intel_7,U,-1,unknown,Unknown,8,ssd,256,0,256,0,13,-1,-1,windows,0,0,0,0,0
99.99,lenovo,other,3,-1,intel,celeron,unknown,unknown,1.1,unknown,Unknown,4,ssd,64,0,64,0,11.6,1366,768,chrome_os,1,0,0,0,1
629.45,hp,other,4,2022,intel,core_i7,intel_12,unknown,4.7,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,17.3,1920,1080,windows,1,1,1,1,1
199.99,dell,latitude,4,2015,intel,core_i7,intel_4,unknown,2.1,unknown,Unknown,-1,ssd,512,0,512,0,14,-1,-1,windows,0,0,0,0,0
164.3,lenovo,thinkpad,3,-1,intel,core_i5,intel_6,unknown,2.4,unknown,Unknown,8,ssd,256,0,256,0,14,-1,-1,windows,0,0,0,0,0
844,lenovo,thinkpad,3,-1,intel,core_i7,unknown,unknown,3.5,intel,Intel Iris Xe Graphics,16,ssd,256,0,256,0,14,1920,1080,unknown,0,0,1,1,0
170,dell,latitude,3,-1,intel,core_i7,intel_8,unknown,1.9,intel,Intel HD Graphics 620,8,ssd,256,0,256,0,12.5,1366,768,windows,0,0,1,1,1
135,panasonic,toughbook,3,-1,intel,core_i5,intel_6,U,2.4,unknown,Unknown,8,ssd,256,0,256,0,12.1,-1,-1,unknown,0,0,0,0,0
199.99,lenovo,flex,4,-1,intel,pentium,unknown,unknown,1.2,unknown,Unknown,-1,emmc,0,0,-1,-1,14,1920,1080,chrome_os,0,0,0,0,0
377.58,hp,other,5,2022,amd,athlon,unknown,unknown,3.3,amd,AMD Radeon Graphics,8,ssd,512,0,512,0,17.3,-1,-1,windows,1,0,1,1,1
157.49,dell,inspiron,3,-1,intel,core_i5,intel_8,U,1.6,unknown,Unknown,-1,ssd,-1,0,-1,-1,15.6,1920,1080,unknown,1,1,1,1,1
237.5,dell,other,3,-1,intel,core_2,unknown,unknown,1.66,unknown,Unknown,4,ssd,256,0,256,0,15,-1,-1,windows,0,0,0,0,0
175.99,lenovo,thinkpad,3,2019,intel,core_i5,intel_8,unknown,1.6,unknown,Unknown,16,ssd,256,0,256,0,14,1920,1080,windows,0,1,1,1,1
835,huawei,other,6,-1,intel,core_i5,intel_12,H,-1,intel,Intel UHD Graphics,8,ssd,512,0,512,0,16,1920,1200,windows,0,1,1,1,1
175,dell,latitude,3,-1,intel,core_i5,intel_8,unknown,1.6,unknown,Unknown,16,ssd,256,0,256,0,13,-1,-1,windows,1,0,0,0,0
15.88,hp,stream,2,2014,intel,celeron,unknown,unknown,2,unknown,Unknown,2,hdd,0,32,32,0,11.6,-1,-1,windows,0,0,0,0,0
263.28,dell,latitude,3,-1,intel,core_i5,intel_8,unknown,1.7,unknown,Unknown,16,ssd,256,0,256,0,12.5,-1,-1,windows,0,0,0,0,0
478.56,microsoft,surface_book,3,-1,other,other,unknown,unknown,-1,nvidia,NVIDIA GeForce GTX 1660 Ti,-1,unknown,-1,-1,-1,-1,15,-1,-1,unknown,0,0,0,0,0
55,acer,chromebook,3,-1,intel,celeron,unknown,unknown,1.1,intel,Intel HD Graphics,4,ssd,32,0,32,0,11.6,1366,768,chrome_os,1,0,1,1,1
229.99,acer,chromebook,2,2021,qualcomm,snapdragon,unknown,unknown,2.1,qualcomm,Qualcomm Adreno 618,4,emmc,0,0,64,0,13.3,1920,1080,chrome_os,1,1,0,0,0
799.99,dell,xps,4,2022,intel,core_i7,intel_12,unknown,1.1,intel,Intel Iris Xe Graphics,16,ssd,512,0,512,0,13.3,1920,1200,windows,0,0,1,1,1
175.99,lenovo,thinkpad,3,-1,intel,core_i5,intel_8,unknown,1.7,intel,Intel UHD Graphics 620,8,ssd,256,0,256,0,14,1920,1080,windows,1,1,0,0,1
74.99,dell,chromebook,2,2020,intel,celeron,unknown,unknown,1.1,intel,Intel UHD Graphics 600,4,emmc,0,0,32,0,11.6,1366,768,chrome_os,0,0,1,1,1
140,dell,latitude,3,-1,intel,core_i5,intel_7,unknown,-1,unknown,Unknown,8,ssd,256,0,256,0,15.6,-1,-1,windows,0,0,0,0,0
199.99,dell,latitude,3,-1,intel,core_i7,intel_6,U,2.6,unknown,Unknown,-1,ssd,256,0,256,0,12.5,-1,-1,unknown,0,0,0,0,0
